root_id,hemisphere,type,column_id,x,y,p,q
39490,right,L2,228,0.7222222222222221,0.016949152542372836,7,-6
39491,right,L1,237,0.16666666666666674,0.8983050847457628,15,12
39492,right,L1,264,0.11111111111111116,-0.220338983,-2,-4
39493,right,L1,428,0.16666666666666674,0.7627118644067796,13,10
39494,right,L3,498,-0.666666667,0.3220338983050848,-1,11
39495,right,L1,107,-0.888888889,-0.084745763,-9,7
39496,right,L2,707,0.16666666666666674,0.8305084745762712,14,11
39497,right,L2,655,-0.722222222,-0.050847458,-7,6
39498,right,L3,420,-0.722222222,-0.118644068,-8,5
39499,right,L3,789,0.2777777777777777,-0.93220339,-11,-16
39500,right,L2,697,-0.111111111,-0.762711864,-12,-10
39501,right,L2,124,-0.166666667,-0.254237288,-5,-2
39503,right,L1,645,0.38888888888888906,0.8983050847457628,17,10
39504,right,L1,217,-0.722222222,0.4915254237288136,1,14
39505,right,L2,589,0.055555556,-0.186440678,-2,-3
39506,right,L3,285,-0.666666667,-0.627118644,-15,-3
39507,right,L3,676,0.2777777777777777,-0.728813559,-8,-13
39508,right,L3,162,0.4444444444444444,-0.084745763,3,-5
39509,right,L2,61,0.4444444444444444,-0.152542373,2,-6
39510,right,L2,326,-0.222222222,0.5254237288135593,6,10
39511,right,L2,416,-0.333333333,-0.288135593,-7,-1
39512,right,L1,688,0.7777777777777779,0.3220338983050848,12,-2
39513,right,L2,760,-0.055555556,0.5593220338983051,8,9
39514,right,L2,699,0.5555555555555554,-0.016949153,5,-5
39515,right,L1,228,0.7222222222222221,0.016949152542372836,7,-6
39516,right,L3,123,0.8888888888888888,0.3220338983050848,13,-3
39517,right,L3,737,-0.055555556,0.6271186440677967,9,10
39518,right,L2,516,-0.777777778,-0.627118644,-16,-2
39519,right,L3,664,-0.166666667,-0.93220339,-15,-12
39520,right,L3,550,0.16666666666666674,0.084745763,3,0
39521,right,L2,417,0.666666667,-0.355932203,1,-11
39522,right,L3,153,-0.888888889,-0.016949153,-8,8
39523,right,L3,499,-0.555555556,0.3220338983050848,0,10
39524,right,L3,496,-0.777777778,0.2542372881355932,-3,11
39525,right,L1,426,0.3333333333333335,-0.016949153,3,-3
39526,right,L1,768,-0.388888889,0.15254237288135597,-1,6
39527,right,L3,34,-0.666666667,0.5932203389830508,3,15
39528,right,L2,90,0.38888888888888906,0.15254237288135597,6,-1
39529,right,L3,322,-0.222222222,0.8644067796610169,11,15
39530,right,L2,522,0.4444444444444444,-0.016949153,4,-4
39531,right,L1,601,-0.111111111,0.5254237288135593,7,9
39532,right,L1,77,-0.277777778,-0.186440678,-5,0
39533,right,L1,775,-0.555555556,0.728813559,6,16
39534,right,L3,7,0.666666667,-0.220338983,3,-9
39535,right,L2,139,-0.111111111,-0.491525424,-8,-6
39536,right,L2,289,0.055555556,0.35593220338983045,6,5
39537,right,L2,243,0.055555556,-0.728813559,-10,-11
39538,right,L3,291,-0.777777778,0.050847458,-6,8
39539,right,L1,102,-0.388888889,0.423728814,3,10
39540,right,L1,204,-0.555555556,-0.084745763,-6,4
39541,right,L1,512,-0.666666667,-0.016949153,-6,6
39542,right,L1,753,0.3333333333333335,0.7966101694915255,15,9
39543,right,L3,330,-0.388888889,0.084745763,-2,5
39544,right,L1,659,0.4444444444444444,-0.220338983,1,-7
39545,right,L2,49,-0.444444444,-0.152542373,-6,2
